timestamp,participantId,amount,id
2023-04-01 00:00:00,5,-1.1783363775342517,1342
2023-04-01 00:00:00,19,-4.0,1344
2023-04-01 00:00:00,52,-1.1783363775342517,-1
2023-04-01 00:00:00,310,-7.07001826520551,-1
2023-04-01 00:00:00,340,-4.0,444
2023-04-01 00:00:00,434,-8.770810355298318,1800
2023-04-01 00:00:00,511,-9.982775380421264,1344
2023-04-01 00:00:00,549,-4.0,443
2023-04-01 00:00:00,556,-4.0,443
2023-04-01 00:00:00,601,-12.507463810502497,1798
2023-04-01 00:00:00,698,-4.0,893
2023-04-01 00:05:00,22,-5.113224940760489,1800
2023-04-01 00:05:00,277,-2.910726296149276,-1
2023-04-01 00:05:00,472,-0.9702420987164252,-1
2023-04-01 00:05:00,563,-16.414946718895955,-1
2023-04-01 00:05:00,782,-1.735882192287313,-1
2023-04-01 00:05:00,974,-18.22676301901679,-1
2023-04-01 00:10:00,145,-11.130354486797836,894
2023-04-01 00:10:00,321,-1.236706054088648,-1
2023-04-01 00:10:00,890,-0.8505704570477733,1344
2023-04-01 00:10:00,959,-9.621126008078845,-1
2023-04-01 00:15:00,30,-12.30008449774786,1800
2023-04-01 00:15:00,400,-5.858723767115068,892
2023-04-01 00:15:00,619,-8.248354642739763,-1
2023-04-01 00:15:00,997,-1.0259341699309972,-1
2023-04-01 00:20:00,244,-8.281103075065122,443
2023-04-01 00:20:00,579,-2.0518683398619944,-1
2023-04-01 00:20:00,931,-7.487081535315947,1344
2023-04-01 00:25:00,26,-7.81146986529291,-1
2023-04-01 00:25:00,370,-19.40484197432851,-1
2023-04-01 00:25:00,395,-5.648176152416036,442
2023-04-01 00:25:00,468,-5.760239922638032,1343
2023-04-01 00:25:00,682,-13.156215532947474,-1
2023-04-01 00:25:00,944,-0.6900919229220934,-1
2023-04-01 00:30:00,21,-7.487007955150871,-1
2023-04-01 00:30:00,175,-0.5347862825107764,1342
2023-04-01 00:30:00,430,-0.9702420987164252,-1
2023-04-01 00:30:00,447,-0.8770810355298316,1799
2023-04-01 00:30:00,544,-4.696413612836453,1343
2023-04-01 00:30:00,551,-3.4717643845746267,-1
2023-04-01 00:30:00,561,-23.566727550685037,-1
2023-04-01 00:30:00,576,-1.0484838571167685,-1
2023-04-01 00:30:00,600,-0.8679410961436567,-1
2023-04-01 00:30:00,624,-5.648176152416036,1343
2023-04-01 00:30:00,943,-0.8505704570477733,-1
2023-04-01 00:35:00,78,-1.236706054088648,-1
2023-04-01 00:35:00,202,-1.1783363775342517,444
2023-04-01 00:35:00,320,-9.702420987164254,-1
2023-04-01 00:35:00,537,-2.0518683398619944,-1
2023-04-01 00:35:00,542,-1.2478469225526578,-1
2023-04-01 00:35:00,612,-0.8770810355298316,-1
2023-04-01 00:35:00,796,-0.9621126008078844,1342
2023-04-01 00:35:00,838,-0.5347862825107764,-1
2023-04-01 00:35:00,1000,-4.173344950664513,1798
2023-04-01 00:40:00,169,-5.874429017640946,1798
2023-04-01 00:40:00,283,-2.910726296149276,-1
2023-04-01 00:40:00,453,-25.97082713586161,-1
2023-04-01 00:40:00,777,-7.181539189516982,-1
2023-04-01 00:40:00,849,-0.8679410961436567,-1
2023-04-01 00:40:00,916,-1.0259341699309972,-1
