timestamp,participantId,amount,id
2022-04-01 00:00:00,22,-10.41529315372388,-1
2022-04-01 00:00:00,25,-4.0,-1
2022-04-01 00:00:00,60,-4.0,-1
2022-04-01 00:00:00,69,-4.0,898
2022-04-01 00:00:00,78,-4.0,-1
2022-04-01 00:00:00,151,-4.0,-1
2022-04-01 00:00:00,239,-4.0,-1
2022-04-01 00:00:00,272,-4.0,-1
2022-04-01 00:00:00,276,-4.0,-1
2022-04-01 00:00:00,277,-4.0,-1
2022-04-01 00:00:00,295,-4.0,-1
2022-04-01 00:00:00,308,-4.0,-1
2022-04-01 00:00:00,321,-14.84047264906378,-1
2022-04-01 00:00:00,340,-4.0,-1
2022-04-01 00:00:00,361,-4.0,-1
2022-04-01 00:00:00,371,-4.0,-1
2022-04-01 00:00:00,376,-4.0,-1
2022-04-01 00:00:00,395,-4.0,-1
2022-04-01 00:00:00,400,-4.0,-1
2022-04-01 00:00:00,427,-4.0,-1
2022-04-01 00:00:00,438,-4.0,-1
2022-04-01 00:00:00,468,-4.0,-1
2022-04-01 00:00:00,475,-4.0,-1
2022-04-01 00:00:00,493,-4.0,-1
2022-04-01 00:00:00,521,-4.0,-1
2022-04-01 00:00:00,531,-4.0,896
2022-04-01 00:00:00,547,-4.0,-1
2022-04-01 00:00:00,549,-4.0,-1
2022-04-01 00:00:00,551,-4.0,-1
2022-04-01 00:00:00,556,-4.0,899
2022-04-01 00:00:00,563,-4.0,-1
2022-04-01 00:00:00,571,-4.0,-1
2022-04-01 00:00:00,607,-4.0,-1
2022-04-01 00:00:00,612,-4.0,-1
2022-04-01 00:00:00,624,-4.0,-1
2022-04-01 00:00:00,626,-4.070462527920216,-1
2022-04-01 00:00:00,688,-4.0,1801
2022-04-01 00:00:00,689,-4.0,-1
2022-04-01 00:00:00,695,-4.0,-1
2022-04-01 00:00:00,698,-4.0,-1
2022-04-01 00:00:00,701,-4.0,-1
2022-04-01 00:00:00,718,-4.0,-1
2022-04-01 00:00:00,720,-4.0,-1
2022-04-01 00:00:00,729,-4.0,-1
2022-04-01 00:00:00,746,-4.0,-1
2022-04-01 00:00:00,755,-4.0,-1
2022-04-01 00:00:00,770,-4.0,-1
2022-04-01 00:00:00,772,-4.0,-1
2022-04-01 00:00:00,776,-4.0,-1
2022-04-01 00:00:00,777,-4.0,-1
2022-04-01 00:00:00,809,-4.0,-1
2022-04-01 00:00:00,826,-4.0,-1
2022-04-01 00:00:00,838,-4.0,-1
2022-04-01 00:00:00,891,-4.0,-1
2022-04-01 00:00:00,894,-4.0,-1
2022-04-01 00:00:00,946,-4.0,-1
2022-04-01 00:00:00,959,-4.0,-1
2022-04-01 00:00:00,960,-4.0,447
2022-04-01 00:00:00,972,-4.0,-1
2022-04-01 00:00:00,981,-4.0,-1
2022-04-01 00:00:00,1009,-4.0,-1
2022-04-01 00:05:00,167,-4.0,-1
2022-04-01 00:05:00,218,-11.041470766753497,1805
2022-04-01 00:05:00,362,-4.0,-1
2022-04-01 00:05:00,408,-11.642905184597105,-1
2022-04-01 00:05:00,435,-20.51868339861995,1347
2022-04-01 00:05:00,537,-11.642905184597105,447
2022-04-01 00:10:00,355,-4.0,-1
2022-04-01 00:10:00,758,-4.35229472126982,895
2022-04-01 00:15:00,269,-16.077178703152427,448
2022-04-01 00:15:00,413,-4.0,-1
2022-04-01 00:15:00,619,-4.0,-1
2022-04-01 00:20:00,244,-4.0,-1
2022-04-01 00:20:00,989,-17.31802681454192,447
2022-04-01 00:25:00,26,-4.173344950664513,-1
2022-04-01 00:25:00,249,-4.0,-1
2022-04-01 00:25:00,999,-8.281103075065122,-1
2022-04-01 00:35:00,82,-4.0,-1
2022-04-01 00:35:00,479,-4.0,447
2022-04-01 00:35:00,537,-8.732178888447828,447
2022-04-01 00:35:00,688,-0.8679410961436567,1801
2022-04-01 00:45:00,105,-4.0,-1
2022-04-01 00:45:00,527,-13.01911644215485,899
2022-04-01 00:45:00,960,-5.8916818876712576,447
2022-04-01 04:40:00,820,-4.0,-1
2022-04-01 04:50:00,651,-4.0,-1
2022-04-01 04:50:00,683,-4.0,-1
2022-04-01 04:50:00,728,-4.0,-1
2022-04-01 05:10:00,671,-4.0,449
2022-04-01 05:20:00,903,-4.0,447
2022-04-01 05:25:00,614,-4.0,1801
2022-04-01 05:25:00,836,-4.0,-1
2022-04-01 05:30:00,183,-4.0,897
2022-04-01 05:30:00,507,-4.0,-1
2022-04-01 05:30:00,534,-4.0,-1
2022-04-01 05:30:00,632,-4.0,-1
2022-04-01 05:30:00,992,-4.0,-1
2022-04-01 05:35:00,198,-4.0,1804
2022-04-01 05:35:00,500,-4.0,1804
2022-04-01 05:35:00,822,-4.0,1804
2022-04-01 05:35:00,1008,-4.0,-1
