participantId,jobId,financialStatus,availableBalance,extraBudget,wage,avgDailyWorkTime
0,254.0,Stable,63878.69036552338,31628.42739080508,8636.880058553219,7.83
1,929.0,Stable,53520.33696177449,13231.009843536114,7589.638690895696,7.92
2,348.0,Stable,47463.23800831949,23443.873532539048,6651.657930619782,7.86
3,316.0,Stable,44741.46348705591,11036.39567768845,6428.953178567979,7.83
4,177.0,Stable,55330.54896612273,54299.48645212251,8335.18092657219,7.92
5,33.0,Stable,4504.383943857948,3881.955309548359,1680.0,7.92
6,89.0,Stable,2981.898580080808,2378.120595820244,1789.7094280721526,7.92
7,270.0,Stable,32085.063349937976,31052.57029930788,5643.554761121759,7.92
8,20.0,Stable,12518.490845926612,11323.47718421023,3348.5096343586115,7.83
9,21.0,Stable,92122.09928059818,45730.09543821632,12040.121851749433,7.92
10,29.0,Stable,43448.51247312799,21423.738055526395,6207.317802940463,7.83
11,625.0,Stable,43203.26701655951,10642.952932009182,6580.863957462281,7.87
12,1205.0,Stable,39698.565042314935,9774.919220488417,6279.758241154288,7.83
13,330.0,Stable,27688.589780380516,26366.354354980034,5672.467212670634,7.83
14,139.0,Stable,42298.27804184392,41142.84162090177,6700.684928698649,7.83
15,730.0,Stable,40723.089608289,9972.457093748088,6199.0972896849335,7.92
16,297.0,Stable,69370.17244799226,34379.38405852935,9179.542923372554,7.92
17,603.0,Stable,131423.7338683308,32683.225008792644,16800.0,7.83
18,278.0,Stable,130866.8688842987,32553.304210678078,16800.0,7.83
19,206.0,Stable,61039.44007891974,30226.34718289395,8570.447722165545,7.86
20,342.0,Stable,37469.24118794976,18440.214214130006,5578.072380971025,7.83
21,301.0,Stable,5103.978242832999,4392.947871552064,2409.506665577107,7.83
22,102.0,Stable,12095.111922257563,11059.309748747974,3314.8413941250533,7.92
23,1037.0,Stable,28998.436558545567,14172.63242890257,5330.28101823305,7.83
24,57.0,Stable,55768.29658207564,27582.00909772848,7623.054336848183,7.92
25,159.0,Stable,36910.96073546351,18153.666109973325,5460.168845555402,7.83
26,194.0,Stable,32021.530254814905,15709.801411682516,5125.921987594795,7.86
27,585.0,Stable,40145.647386319884,9885.70924713152,5850.781549888478,7.83
28,1244.0,Stable,98321.99611820228,24429.44444380177,12949.582542801278,7.83
29,80.0,Stable,27102.886004112457,13233.98572051773,4270.273140582644,7.83
30,619.0,Stable,2554.015345556445,1702.757290765809,2032.3387716663244,8.0
31,932.0,Stable,110173.308516605,27378.079010687627,14100.989736527641,7.83
32,832.0,Stable,39096.78319619092,9600.360969742713,5695.032502808909,7.83
33,803.0,Stable,88645.91845201413,21999.307666852867,11482.752975143041,7.83
34,319.0,Stable,17371.306697245505,16317.945570425994,3858.8106608599533,7.92
