participantId,jobId,financialStatus,availableBalance,extraBudget,wage,avgDailyWorkTime
0,254.0,Stable,116274.72196986285,51648.36599359039,7403.040050188474,7.83
1,929.0,Stable,96963.17689403758,21534.329925979822,6505.404592196311,7.92
2,348.0,Stable,85756.64378407365,38044.89154649637,5701.421083388384,7.88
3,316.0,Stable,81319.77006119945,36079.583673552006,5510.531295915411,7.83
4,177.0,Stable,101555.06697873995,89894.83546268797,7144.440794204735,7.92
5,33.0,Stable,7030.585737181325,5895.522209046407,1440.0,7.92
6,89.0,Stable,5061.633023433083,4196.264765510477,1301.606856779747,7.92
7,270.0,Stable,58232.22637390613,51311.77892993208,4837.33265239008,7.92
8,20.0,Stable,21260.343850381523,18256.54076551603,2870.151115164524,7.83
9,21.0,Stable,166744.65599936355,74100.28532376622,10320.104444356655,7.92
10,29.0,Stable,78309.96811024351,34729.526142722745,5320.558116806111,7.83
11,625.0,Stable,77947.57410815518,34569.93087807768,5085.213058039038,7.85
12,1205.0,Stable,72646.77366726183,16052.553844464614,4567.096902657664,7.83
13,330.0,Stable,49944.7577832378,43765.24070216202,4641.10953763961,7.83
14,139.0,Stable,75469.30468967045,66565.83189548877,5743.444224598843,7.83
15,730.0,Stable,73696.4046798268,16335.56219380968,4508.434392498132,7.92
16,297.0,Stable,125133.5540614043,55578.38726505879,7872.057509447139,7.92
17,603.0,Stable,240048.69855951148,53409.10667750696,14400.0,7.83
18,278.0,Stable,239113.34665231,53192.68967814,14400.0,7.83
19,206.0,Stable,110908.64173653114,49284.14843959631,7346.0980475704655,7.83
20,342.0,Stable,66855.32988821052,29633.759401298037,4781.2048979751635,7.83
21,301.0,Stable,9024.832094876494,7691.5042386884925,1885.7008687125183,7.85
22,102.0,Stable,21547.177204689844,18602.19895774612,2712.142958829589,7.92
23,1037.0,Stable,51480.6211237751,22804.409227670392,3939.772926520081,7.83
24,57.0,Stable,100097.0939832372,44432.65393735686,6534.0465744413,7.92
25,159.0,Stable,66382.3191278923,29408.12241019277,4680.144724761772,7.83
26,194.0,Stable,57593.72915435786,25524.444077083703,4393.647417938395,7.82
27,585.0,Stable,71521.05157987376,15858.529052964945,5014.955614190125,7.83
28,1244.0,Stable,178315.6273553745,39663.51756591279,11099.64217954395,7.83
29,80.0,Stable,48295.17892517714,21331.829738296423,3660.234120499409,7.83
30,619.0,Stable,3639.806116918041,2685.576193765128,1502.1634399272832,8.0
31,932.0,Stable,199645.49674468892,44388.71696488688,12086.562631309407,7.83
32,832.0,Stable,71372.36032746622,15814.611136829724,4881.456430979066,7.83
33,803.0,Stable,160467.56915402782,35657.52303270029,9842.359692979748,7.83
34,319.0,Stable,30810.81507997112,26870.448095572905,3123.7991064104385,7.92
35,294.0,Stable,5422.775051040072,4500.152789953484,1486.3650763366554,7.92
36,212.0,Stable,196760.12687310032,87482.7053076752,11949.659436434702,7.92
37,367.0,Stable,68312.71931694173,15140.506287934988,4877.157896448953,7.92
38,1022.0,Stable,53509.82406134631,23691.655319708927,4051.3996426741164,7.83
39,171.0,Stable,33948.9161961557,29655.562384992023,2943.979780127917,7.92
40,534.0,Stable,8397.884986698784,7166.424671297252,1777.987850530917,7.83
41,54.0,Stable,6658.403379678151,5552.39463868124,1575.7728268834849,7.83
42,723.0,Stable,67123.98429808744,29727.50339355859,4711.692572662163,7.83
43,1019.0,Stable,151787.3511021111,67491.16133903436,9569.653321893025,7.83
44,,Unknown,,,0.0,-1.0
45,286.0,Stable,194714.08465058467,43293.96123141269,11738.671811039434,7.83
46,1228.0,Stable,63642.1747180117,14106.418445391602,4668.100543326206,7.83
47,222.0,Stable,58520.96056192272,25872.79814068938,4313.259216401106,7.92
48,66.0,Stable,53723.674178962174,23755.46915927413,3952.4702303841714,7.92
49,1024.0,Stable,193058.11641740825,85854.05139353806,11680.000227096481,7.83
50,112.0,Stable,52690.61230934922,23299.016218200417,4144.354152848139,7.92
51,24.0,Stable,174261.41394681126,77462.84800564531,10816.470542490088,7.83
52,192.0,Stable,11254.34956115652,9529.643340194572,2150.7757896035546,7.92
53,1211.0,Stable,45417.13215332185,10032.182887445206,3488.0810125617236,7.92
54,71.0,Stable,86977.51953572949,76551.85133890052,6718.437593937827,7.92
55,38.0,Stable,6149.640236758703,5104.272473845452,1593.2602066849975,7.92
56,128.0,Stable,23712.86744888291,20479.527116625824,2799.5619673789483,7.83
57,76.0,Stable,147472.02061223408,65509.282922777806,9256.479748541084,7.83
58,549.0,Stable,189883.0332911893,42224.08388365476,11491.246773995681,7.92
