participantId,jobId,financialStatus,availableBalance,extraBudget,wage,avgDailyWorkTime
0,254.0,Stable,25495.04637864817,12449.11286117798,9048.160061341467,7.83
1,929.0,Stable,20802.22739392705,5026.382292686865,7951.050057128824,7.92
2,348.0,Stable,19097.906159378654,9261.207608068637,6968.403546363581,7.9
3,316.0,Stable,17781.74197089454,8574.8732436356,6735.093806118835,7.83
4,177.0,Stable,20596.82430109244,19565.761787092222,8732.094304028007,7.92
5,33.0,Stable,2652.9319389190014,2029.9602982369245,1760.0,7.92
6,89.0,Stable,1803.066536767382,1197.0621026252966,1708.3589995234183,7.92
7,270.0,Stable,12615.579234447943,11584.668748427714,5912.295464032319,7.92
8,20.0,Stable,5739.037813842326,4540.8911552965255,3507.962474089974,7.83
9,21.0,Stable,36171.06560019528,17754.578598014872,12613.460987547025,7.92
10,29.0,Stable,17207.59126193959,8315.582194913959,6502.9043649852465,7.83
11,625.0,Stable,17509.284170376723,4219.5113022803935,6580.863957462281,7.91
12,1205.0,Stable,15861.891884740584,3816.021622124856,6279.758241154288,7.83
13,330.0,Stable,11120.649193034767,9798.413767634283,5672.467212670634,7.83
14,139.0,Stable,17368.958527368934,16214.635331367552,7019.765163398584,7.83
15,730.0,Stable,15921.473592927336,7621.643815899401,5917.3201401538,7.92
16,297.0,Stable,27319.17472351315,13364.300489443507,9627.4358506342,7.92
17,603.0,Stable,50762.268498860445,25074.442602689043,17600.0,7.83
18,278.0,Stable,50266.75607036321,24806.5520143884,17600.0,7.83
19,206.0,Stable,24146.35293713684,11770.233009848956,8978.5642803639,7.84
20,342.0,Stable,15062.683726110805,7236.935483210529,5843.694875302979,7.83
21,301.0,Stable,2069.3586572421896,1358.3282859612557,2409.506665577106,7.85
22,102.0,Stable,4948.719891009946,3918.030942441113,3314.8413941250533,7.92
23,1037.0,Stable,11587.434236882944,5426.701274635148,5098.529669614222,7.83
24,57.0,Stable,22293.708353004982,10841.264523578544,7986.056924317144,7.92
