participantId,jobId,financialStatus,availableBalance,extraBudget,wage,avgDailyWorkTime
0,254.0,Stable,48222.15341586537,23812.66637978658,9459.440064129714,7.83
1,929.0,Stable,40455.35363981452,9935.937804603973,8312.461423361952,7.92
2,348.0,Stable,36253.634042777725,17838.134335259347,7285.149162107379,7.88
3,316.0,Stable,34041.21532527486,8361.333637243188,7041.2344336696915,7.83
4,177.0,Stable,41811.47253141969,40780.41001741947,9129.007681483825,7.92
5,33.0,Stable,3614.110753545772,2991.682119236184,1840.0,7.92
6,89.0,Stable,2452.057113291397,1850.3337822243768,1708.3589995234183,7.92
7,270.0,Stable,24366.554876308703,23333.51881930612,6181.0361669428785,7.92
8,20.0,Stable,9854.413901007176,8660.267242461376,3667.4153138213364,7.83
9,21.0,Stable,70068.66001241574,34703.3758041251,13186.800123344618,7.92
10,29.0,Stable,33122.295596030046,16272.377749488804,6798.49092703003,7.83
11,625.0,Stable,33091.39659363311,8093.957993252044,6580.863957462282,7.85
12,1205.0,Stable,29795.31599744534,7299.165321643029,5994.314684738184,7.83
13,330.0,Stable,21119.219432189908,19796.98400678943,5930.30663142839,7.83
14,139.0,Stable,32517.099891837097,31361.66347089496,7338.84539809852,7.83
15,730.0,Stable,31032.49405171998,7607.2193189252275,5917.3201401538,7.92
16,297.0,Stable,52797.144595196754,26095.767709719847,10066.280435930965,7.92
17,603.0,Stable,99742.327057456,49571.701730871726,18400.0,7.83
18,278.0,Stable,98978.3418018762,24581.172440072445,18400.0,7.83
19,206.0,Stable,46601.86050622604,23007.5573965471,9386.680838562259,7.84
20,342.0,Stable,28682.94315581624,14047.065198063252,6109.317369634933,7.83
21,301.0,Stable,3953.2435157070463,3241.099919485352,2409.506665577107,7.83
22,102.0,Stable,9244.422882976089,8204.620709466497,3465.5160029489193,7.92
23,1037.0,Stable,22057.255394734915,10702.041846997245,5098.529669614222,7.83
24,57.0,Stable,42626.15694915688,21016.63686346961,8349.059511786105,7.92
25,159.0,Stable,28179.52420130971,13787.947842896434,5980.184926084489,7.83
26,194.0,Stable,24357.553845774284,11872.380904434913,5614.105034032395,7.83
27,585.0,Stable,30622.350526918053,7504.8850322810595,6407.998840354047,7.83
28,1244.0,Stable,75177.1332715034,18643.228732127056,14182.876118306163,7.83
29,80.0,Stable,20786.920104985296,10076.00277095415,4676.965820638135,7.83
30,619.0,Stable,2032.3172699325028,1187.307731158742,1943.9762163764842,8.0
31,932.0,Stable,83820.73900974198,20789.936633971876,15443.941140006464,7.83
32,832.0,Stable,29647.78285274555,7247.263054649621,6237.416550695471,7.83
33,803.0,Stable,67347.03929759852,16658.63968217932,12576.348496585237,7.83
34,319.0,Stable,13365.556368448117,12312.195241628604,4042.563549472332,7.92
35,294.0,Stable,2747.659433424033,2100.936796594636,1923.5312752592013,7.92
36,212.0,Stable,82254.56105441088,40795.84182192591,15269.009279888785,7.91
37,367.0,Stable,28647.09264232844,7007.194627278327,6231.923978795885,7.92
38,1022.0,Stable,22814.36114001324,5537.838270848403,5176.788432305813,7.83
39,171.0,Stable,14968.788211102506,14195.771638463844,3809.8561860478926,7.92
40,534.0,Stable,3302.4995672869127,2655.064328964656,2271.8733645672824,7.83
41,54.0,Stable,3279.317501480195,2594.3636105602022,2013.4875010177866,7.83
42,723.0,Stable,28836.164170191023,7045.722820026448,6020.496065068318,7.83
43,1019.0,Stable,63664.14824565959,31514.234738075003,12227.890355752203,7.83
44,,Unknown,,,0.0,-1.0
45,286.0,Stable,81952.71946738973,20333.266504813517,14999.41398077261,7.83
46,1228.0,Stable,27480.38022712185,6715.43477014459,5964.795138694601,7.83
47,222.0,Stable,24895.55117469935,12105.59351884297,5511.386776512526,7.92
48,66.0,Stable,22608.443563867462,10962.926993930496,5114.961474614813,7.92
49,1024.0,Stable,80536.37747202,19979.088242006183,14924.444734623277,7.83
50,112.0,Stable,22343.435876910466,10828.988668424596,5293.448903609134,7.92
51,24.0,Stable,72930.25977296349,36108.57885272327,13821.045693181777,7.83
52,192.0,Stable,5100.586872207589,4179.640266063612,2748.2135089378753,7.92
53,1211.0,Stable,19586.1721324339,4723.31548881884,4456.99240493998,7.92
54,71.0,Stable,36746.98514190343,35165.81650979527,8584.670258920556,7.92
55,38.0,Stable,3263.520139344464,2574.85779763675,2035.8324863197188,7.92
56,128.0,Stable,10648.930035510934,9562.27556162226,3577.2180694286553,7.83
57,76.0,Stable,61509.12712605485,30403.64521637492,11827.724123135828,7.83
58,549.0,Stable,79377.03270731235,19695.43188321246,14683.259766772262,7.92
59,581.0,Stable,62978.90688518043,15588.75249902314,11923.547094177333,7.92
60,305.0,Stable,21152.627004528684,10213.304077785877,5150.619184184809,7.84
61,214.0,Stable,22371.226124784425,10828.582085450647,5173.663476878663,7.92
62,202.0,Stable,39620.44239078518,19451.96911069248,7994.035367582198,7.83
63,115.0,Stable,21645.428016503043,10465.950064144368,5104.343982491835,7.83
64,273.0,Stable,19774.95649400541,9529.617159601448,4895.453378297103,7.92
65,359.0,Stable,20501.55707125024,9891.16404948448,4817.2574814662885,7.92
66,267.0,Stable,26690.530453952502,25500.132050607503,6494.582416344248,7.92
67,82.0,Stable,21189.36022964041,10234.862572864622,4800.194716694495,8.0
68,161.0,Stable,19510.654232701818,9396.26327362891,4672.0632760763465,7.83
69,347.0,Stable,14848.752894906189,13756.729254105348,4452.340715192669,7.83
70,132.0,Stable,6466.694026655537,5596.570563066,2691.4244088914757,7.92
71,138.0,Stable,5693.748889757686,4827.62542616815,2681.1521806114206,7.83
72,385.0,Stable,58054.86897223837,14332.574860541245,11247.709226932086,7.92
73,50.0,Stable,35626.80231329488,17455.36040053645,7418.334042326137,7.83
74,258.0,Stable,2064.195800835636,1417.585330930073,1859.1666666666679,7.92
75,125.0,Stable,6425.226133857379,5497.462215533416,2948.7743015534206,8.0
76,252.0,Stable,20066.848480960125,9679.215653755347,4647.644052947441,7.83
77,269.0,Stable,18782.79805545488,9034.06651239215,4210.772800271166,7.92
78,466.0,Stable,74567.36890039335,18493.299520554017,13790.129033727222,8.0
79,454.0,Stable,29561.33781455516,14483.432613233996,6022.003836734459,7.92
80,358.0,Stable,19647.768558714943,9455.573047904374,4572.541198389836,7.83
81,323.0,Stable,23338.417443644405,22209.381780359014,5821.221129540603,7.83
82,207.0,Stable,25781.82450110038,24714.08571118051,6365.062159043333,7.84
83,1033.0,Stable,29335.75231969861,7186.079252507679,5655.9720234314755,7.83
84,69.0,Stable,18095.999552849607,8689.946706835484,4456.0898916496535,7.83
85,166.0,Stable,15203.128973476309,7243.511417148834,4413.09044073366,7.83
86,357.0,Stable,18255.01965405978,8768.542638419025,4328.452628249649,7.83
87,5.0,Stable,3888.0378425161625,3251.2474777375096,2128.513321890514,7.83
88,122.0,Stable,2951.9167487334444,2345.5076918918003,1859.166666666666,7.92
89,760.0,Stable,26771.666036153936,6544.686408648773,5779.725145305348,7.83
90,630.0,Stable,26999.560292914604,6601.357504006451,5680.064412278101,7.92
91,104.0,Stable,3189.6346897531125,2574.585917969129,1859.166666666666,7.92
92,25.0,Stable,17275.963918312085,8272.773337615892,4255.095558336917,7.92
93,339.0,Stable,15943.067662423422,7609.835451805393,3907.3295761495056,7.83
94,28.0,Stable,35803.78572819845,17540.24592590428,7343.809229797953,7.83
95,191.0,Stable,14615.77725866841,6937.512931474492,3890.1941597111727,7.83
96,30.0,Stable,16019.71694039102,7644.913081565836,4073.5988870113315,7.92
97,354.0,Stable,23516.3376006426,22498.30802854515,5807.545276912724,7.83
98,6.0,Stable,16164.69741784693,7712.132028908957,4019.6984123607886,7.83
99,298.0,Stable,32085.22932589777,15676.569165434896,6863.83371423766,7.92
100,402.0,Stable,16264.403013194296,7832.445652499062,3783.218424145856,7.83
101,420.0,Stable,28595.07147418682,13995.242103044531,5636.3303197062705,7.83
102,1256.0,Stable,56872.10616359916,14066.839282434206,11088.030803470023,7.83
103,1321.0,Stable,56187.75926073795,13895.624856302244,10609.277914608852,7.83
104,97.0,Stable,5502.248600527593,4861.309697584946,2200.4727447371847,8.0
105,334.0,Stable,7834.640916868073,6993.409435675676,3035.1081795628347,7.83
106,336.0,Stable,22601.807231138173,21692.77766325621,5494.065685796404,7.92
107,226.0,Stable,16201.841270288964,7735.892042778678,3977.3472577696803,7.83
108,784.0,Stable,25709.03945179713,12552.17251415024,5607.370810344731,7.83
109,1141.0,Stable,24318.056497416484,11844.98882299568,5361.701425005967,7.83
110,1035.0,Stable,24505.310705895088,5974.860295885049,5484.930845643158,7.83
111,63.0,Stable,2761.283469409289,2142.906568557458,1840.0,7.92
112,265.0,Stable,57311.800939536246,28282.02243279098,11004.024872220625,7.92
113,344.0,Stable,25737.88530645713,24625.70001140569,6136.1925178248675,7.83
114,158.0,Stable,49776.96661025249,24515.30644817237,9665.49578187934,7.83
115,78.0,Stable,14735.629844175572,6993.4886071674,3974.06970617589,7.83
116,960.0,Stable,72015.30474961754,17852.3377901017,13412.409943372077,7.83
117,27.0,Stable,23129.850613533927,22115.355983479065,5936.155190401096,7.92
118,1174.0,Stable,53850.01701725777,26622.03171402352,10500.98242372389,7.83
119,248.0,Stable,47430.575080019495,23342.133455373983,9398.76508748461,7.83
120,16.0,Stable,8830.042668643233,7969.092956808057,3216.751365459006,7.92
121,4.0,Stable,14882.403152486768,7061.661967399188,3929.395310019751,7.83
122,1052.0,Stable,25159.45211375149,12264.450490423917,5501.295248588291,7.92
123,650.0,Stable,24946.404023448387,6083.796351905241,5433.9242427878435,7.83
124,461.0,Stable,70954.80389234138,17573.356579650947,13195.43753494098,7.83
125,553.0,Stable,61466.32034001236,15213.985859790131,11386.643051964467,7.92
126,239.0,Stable,3341.5978257205134,2700.2144726976007,2024.7494718158691,7.92
127,,Unknown,,,0.0,-1.0
128,141.0,Stable,17356.714950431757,16450.89096329098,4569.11967904731,7.83
129,356.0,Stable,12779.878039971143,6013.45368865562,3662.923960254966,7.83
130,282.0,Stable,12869.621045357771,6057.85415336369,3811.9111631337496,7.92
131,328.0,Stable,8137.99133661249,7237.53575224105,2959.1367580517185,7.92
132,285.0,Stable,44545.072584699,21893.877616068887,8847.215591759761,7.92
133,224.0,Stable,14355.393058068064,6800.276090557685,3785.7155022801494,7.92
134,616.0,Stable,26451.030445338594,6457.305421522478,5406.54524883874,7.92
135,292.0,Stable,10590.221058711177,9791.72251016318,3409.371517996723,7.83
136,320.0,Stable,43277.79492281414,21262.79539759684,8617.805498720727,7.83
137,22.0,Stable,5654.695152693349,4984.675885738131,2161.3342636130064,7.85
138,140.0,Stable,10931.420134007887,9924.141186172174,3726.175669955006,7.83
139,81.0,Stable,13028.130744087935,11755.663307623425,4221.088518682568,7.92
140,839.0,Stable,53177.57459939089,26261.56888943023,10347.121598279176,7.83
141,396.0,Stable,11500.091747232182,10664.918506463468,3364.5766916592834,7.83
142,,Unknown,,,0.0,-1.0
143,702.0,Stable,22612.998624022384,10975.885054486058,5110.252336920317,7.87
144,48.0,Stable,12924.615318925207,6084.471919079837,3508.9117862775606,7.83
145,146.0,Stable,3872.366704808912,3238.301579798279,2184.304123754147,7.83
146,247.0,Stable,12272.80511447324,5749.194453230524,3539.7528593479637,7.92
147,225.0,Stable,12823.539390806887,6013.833860483147,3589.748573291604,7.92
