participantId,jobId,financialStatus,availableBalance,extraBudget,wage,avgDailyWorkTime
0,254.0,Stable,33227.558506269415,16310.888137261789,9048.160061341467,7.83
1,929.0,Stable,27223.9218060042,6656.731951190331,7951.050057128824,7.92
2,348.0,Stable,24863.542654418918,12138.94974506495,6968.40354636358,7.92
3,316.0,Stable,23318.06990566774,5680.547282341407,6735.093806118835,7.83
4,177.0,Stable,27666.472448274257,26635.40993427404,8732.094304028007,7.92
5,33.0,Stable,2828.540495513792,2213.834462344485,1760.0,7.92
6,89.0,Stable,2215.2344403743477,1611.6474416223916,1789.7094280721526,7.92
7,270.0,Stable,16502.657951201007,15467.817927708697,5912.295464032319,7.92
8,20.0,Stable,7219.470543458323,6024.175778666875,3507.962474089974,7.83
9,21.0,Stable,47403.11513924628,23357.296621426038,12613.460987547025,7.92
10,29.0,Stable,22600.605369761928,11011.532636354748,6502.9043649852465,7.83
11,625.0,Stable,22369.47991035493,5357.590325779042,6281.733777577632,7.86
12,1205.0,Stable,20377.887321064984,4945.020481205956,5994.314684738184,7.83
13,330.0,Stable,14505.532581870804,13183.400038893067,5672.467212670634,7.83
14,139.0,Stable,22478.30498072551,21323.98178472413,7019.765163398584,7.83
15,730.0,Stable,20918.488614813385,5078.717959698579,6199.0972896849335,7.92
16,297.0,Stable,35815.99829406005,17612.71227471696,9613.863337686875,7.92
17,603.0,Stable,66895.34601591507,16574.105605050634,17600.0,7.83
18,278.0,Stable,66339.4843450728,32842.91615174319,17600.0,7.83
19,206.0,Stable,31586.87977257573,15500.06702972195,8978.564280363902,7.84
20,342.0,Stable,19639.630016462823,9516.053978487596,5843.694875302979,7.83
21,301.0,Stable,2714.3504647336167,2003.320093452683,2199.9843468312724,7.83
22,102.0,Stable,6325.091047745293,5295.95544565918,3164.1667853011872,7.92
23,1037.0,Stable,14782.053232210574,7017.896921692974,4866.778320995394,7.83
24,57.0,Stable,29067.582517361032,14233.06785283492,7986.056924317144,7.92
25,159.0,Stable,19312.98223157377,9346.813229100087,5720.176885819946,7.83
26,194.0,Stable,16765.46217664112,8081.767372595623,5370.013510813595,7.83
27,585.0,Stable,20804.63247493096,10100.91103856857,6129.390195121263,7.83
28,1244.0,Stable,50716.9503970018,12528.183013501655,13566.22933055372,7.83
29,80.0,Stable,14334.254919612524,6849.670178267763,4473.6194806103895,7.83
30,619.0,Stable,1447.556811395069,598.8605080866964,1767.2511057968038,8.0
31,932.0,Stable,56731.11728943671,28035.0624077911,14772.465438267052,7.83
32,832.0,Stable,20245.869666973693,4908.842642234022,5966.22452675219,7.83
33,803.0,Stable,45833.85484631634,11296.291765428425,12029.550735864139,7.83
34,319.0,Stable,9080.18934201548,8025.714990255206,4042.563549472332,7.92
35,294.0,Stable,2122.26554213874,1481.9581984630663,1923.5312752592013,7.92
36,212.0,Stable,55514.805598803214,27425.96409412208,14605.139311197969,7.92
37,367.0,Stable,19209.711979875112,4647.849461664995,5960.9707623264985,7.92
38,1022.0,Stable,15334.4808646202,3680.034709495034,4951.710674379474,7.83
39,171.0,Stable,10512.095335288932,9739.07876265027,3636.6809048638975,7.92
40,534.0,Stable,2138.1264029100807,1490.47483732021,2074.3191589527364,7.83
41,54.0,Stable,2403.7792751048896,1719.9386091256574,1925.9445661909263,7.83
42,723.0,Stable,19650.70268706239,9498.71489848858,5758.735366587087,7.83
43,1019.0,Stable,43278.26225203127,10665.011960074646,11696.242948980367,7.83
44,,Unknown,,,0.0,-1.0
45,286.0,Stable,55565.922445926015,13736.567249447586,14347.265546825975,7.83
46,1228.0,Stable,18486.21761571092,4466.8941172918585,5705.456219620922,7.83
47,222.0,Stable,16780.087411572415,8048.798851788322,5271.761264490242,7.92
48,66.0,Stable,15538.506350970616,7415.403253416931,5114.961474614813,7.92
