participantId,jobId,financialStatus,availableBalance,extraBudget,wage,avgDailyWorkTime
0,254.0,Stable,79527.72661824804,39421.23965841928,9048.160061341467,7.83
1,929.0,Stable,65989.32480340598,16270.394247717772,7951.050057128824,7.92
2,348.0,Stable,59085.15420884289,29221.614345231108,6968.403546363581,7.88
3,316.0,Stable,55910.51413669857,13828.554137267134,6735.093806118835,7.83
4,177.0,Stable,69370.6782625128,68343.63717647389,8732.094304028007,7.92
5,33.0,Stable,5326.912333828372,4708.481557282377,1760.0,7.92
6,89.0,Stable,3360.572796414019,2754.568362271934,1871.0598566208869,7.92
7,270.0,Stable,40121.40781359023,39091.14227929806,5912.295464032319,7.92
8,20.0,Stable,15288.40567761144,14093.110912819991,3507.962474089974,7.83
9,21.0,Stable,114636.55296992192,56990.64080063428,12613.460987547025,7.92
10,29.0,Stable,53971.180524511525,26697.846766194973,6502.9043649852465,7.83
11,625.0,Stable,53853.23874860437,13305.499946837304,6580.863957462284,7.87
12,1205.0,Stable,49779.95273151178,12295.536833817654,6565.201797570392,7.83
13,330.0,Stable,34862.47942417013,33544.45463931679,5672.467212670634,7.83
14,139.0,Stable,52419.62204579982,51264.18562485767,7019.765163398584,7.83
15,730.0,Stable,50845.810529509705,12544.17044751415,6480.874439216067,7.92
16,297.0,Stable,86455.31895955406,42936.63469295519,9622.91167965176,7.92
17,603.0,Stable,164105.09133387456,40876.25135700193,17600.0,7.83
18,278.0,Stable,163453.8854069561,40700.2200950879,17600.0,7.83
19,206.0,Stable,76065.05152001155,37721.58721046975,8978.564280363902,7.84
20,342.0,Stable,46333.81905679477,22840.44813257142,5843.694875302979,7.83
21,301.0,Stable,6203.456889439563,5492.426518158628,2199.9843468312715,7.83
22,102.0,Stable,15085.98866099729,14051.299712428456,3314.8413941250533,7.92
23,1037.0,Stable,35579.938143324354,17463.38322129196,5098.529669614222,7.83
24,57.0,Stable,68974.55418479652,34164.69498487262,7986.056924317144,7.92
25,159.0,Stable,45807.23881956775,22602.655694058936,5720.176885819946,7.83
26,194.0,Stable,39419.421234641806,19378.931789582275,5370.0135108135955,7.83
27,585.0,Stable,49787.9367810917,24543.50557676515,6129.390195121263,7.83
28,1244.0,Stable,122081.66309363158,60738.546227957566,13566.22933055372,7.83
29,80.0,Stable,33562.0345037632,16463.73598077504,4473.6194806103895,7.83
30,619.0,Stable,2449.946325252852,1598.5149255115514,1943.9762163764842,8.0
31,932.0,Stable,137140.01027175566,34037.48791634035,14772.465438267052,7.83
32,832.0,Stable,48828.42721757621,12054.128348218555,5966.22452675219,7.83
33,803.0,Stable,110314.77832603367,54784.74465676887,12029.550735864139,7.83
34,319.0,Stable,21803.08844139779,20749.72731457828,4226.316438084711,7.92
35,294.0,Stable,3974.590177242581,3335.184207172934,1923.5312752592013,7.92
36,212.0,Stable,134797.03817172162,67031.58421662064,14605.139311197969,7.92
37,367.0,Stable,47018.67516661995,11528.669812022696,5960.9707623264985,7.92
38,1022.0,Stable,37306.51714234429,18309.6937999801,4951.710674379474,7.83
39,171.0,Stable,23890.519307364124,23117.502734725465,3983.0314672318877,7.92
40,534.0,Stable,5862.994622427428,5217.280405882465,2173.0962617600094,7.83
41,54.0,Stable,4946.32223379794,4266.3951544675965,1925.9445661909263,7.83
42,723.0,Stable,46504.5889467274,22927.309821514667,5758.735366587087,7.83
43,1019.0,Stable,103357.25078091802,51368.88015987124,11696.242948980367,7.83
44,,Unknown,,,0.0,-1.0
45,286.0,Stable,134134.1251531334,33333.22432289632,14347.265546825975,7.83
46,1228.0,Stable,43991.63241867321,10751.923366320234,5705.456219620922,7.83
47,222.0,Stable,40539.41455220593,19929.610932681408,5271.761264490242,7.92
48,66.0,Stable,37154.50946032068,18236.77778470034,5114.961474614813,7.92
49,1024.0,Stable,132363.0092277057,65871.39199257469,14275.555833117918,7.83
50,112.0,Stable,36102.27345780465,17666.187483379683,4829.52866261867,7.92
51,24.0,Stable,119496.17953917407,59366.77858101824,13220.13066304344,7.83
52,192.0,Stable,7738.550289580419,6820.1569649818975,2628.725965071011,7.92
53,1211.0,Stable,31555.993912625898,7733.445979529853,4263.210126464329,7.92
54,71.0,Stable,60078.31307952411,58503.66941984231,8211.42372592401,7.92
55,38.0,Stable,4908.79521902004,4223.579429793618,1947.3180303927745,7.92
56,128.0,Stable,16910.764826516843,15818.99712768741,3421.686849018714,7.83
57,76.0,Stable,101190.44368405984,50245.33004784285,11313.475248216879,7.83
58,549.0,Stable,130490.80481867828,32473.87491105394,14044.857168216946,7.92
59,581.0,Stable,102826.9985533259,25551.152790792232,11405.132003126144,7.92
60,305.0,Stable,34634.060160694244,16965.38636548257,4926.679219655034,7.84
61,214.0,Stable,36268.90040339984,17779.6026060224,4948.72158657959,7.92
62,202.0,Stable,64566.30794480052,31899.5730928567,7646.468612469928,7.83
63,115.0,Stable,34805.11388661487,17004.6734841444,4882.4159832530595,7.83
64,273.0,Stable,32138.448435410584,15713.39748810696,4682.607579240707,7.92
65,359.0,Stable,33502.48971341842,16391.630370568568,4607.8115040112325,7.92
66,267.0,Stable,42722.99088888313,41525.88510827036,6494.582416344248,7.92
67,82.0,Stable,34311.91272471354,16799.346447936325,4591.490598577343,8.0
68,161.0,Stable,31730.95568153669,15508.201754588654,4468.930090159984,7.83
69,347.0,Stable,24078.300028988942,22990.065000604343,4258.760684097336,7.83
70,132.0,Stable,10382.304377751676,9522.32095069255,2574.4059563309766,7.92
