participantId,jobId,financialStatus,availableBalance,extraBudget,wage,avgDailyWorkTime
0,254,Stable,10128.904196464038,4766.041770085913,11931.947623051645,7.83
1,929,Stable,7836.1804731102575,3601.40030197832,10359.023629743966,7.9
2,348,Stable,7861.544154455745,3638.5896132297153,9722.064448008585,7.91
3,316,Stable,7476.071848478157,3425.610861061893,9407.86416122018,7.83
4,177,Stable,7342.408234210098,6311.34572020988,11589.786248191002,7.92
5,33,Stable,2063.43618373699,1448.7301505676835,4168.920740239827,7.91
6,89,Stable,1494.279920375434,896.8572925187493,4045.963585366697,7.91
7,270,Stable,5378.821916816989,4343.981893324681,8916.928173368591,7.92
8,20,Stable,3062.473737573434,1864.327079027635,6595.682497172906,7.83
9,21,Stable,14098.25019609138,6718.170895962921,16120.474726767843,7.92
10,29,Stable,6990.496759466594,3199.4439325253184,8954.21593782815,7.83
11,625,Stable,6638.767632298545,2957.013143288426,9040.314629705266,7.86
12,1205,Stable,6225.181718206698,1406.8440804913844,8426.482542164707,7.81
13,330,Stable,4828.051169133422,3505.918626155685,8667.562751076997,7.81
14,139,Stable,7753.840036768881,6599.516840767498,11275.012946946881,7.83
15,730,Stable,6569.7580365677495,1491.5353151371694,8495.098791426288,7.92
16,297,Stable,11026.940629887516,5220.1834426306905,13167.497562486175,7.92
17,603,Stable,18781.274541965693,9082.669768556096,21039.15393259689,7.83
18,278,Stable,19161.583283092725,9253.96562075316,21334.64638523836,7.83
19,206,Stable,9412.344209267409,4388.63368863456,11738.53986456658,7.84
20,342,Stable,6375.5632277222485,2884.905322549516,8524.26392565609,7.83
21,301,Stable,712.9160149106741,2.0766291383483804,4278.731182056687,7.8
22,102,Stable,2317.688983686641,1289.855449813493,5704.025513106093,7.88
23,1037,Stable,4599.215446056124,1940.612146098704,7019.532279424024,7.83
24,57,Stable,9141.659156034144,4266.78595893333,11255.42186791532,7.91
25,159,Stable,6342.603134593897,2869.4873095385246,8442.735033149658,7.83
26,194,Stable,5358.481098183192,2364.295203643436,7819.236950600625,7.83
27,585,Stable,6454.136626890992,2916.928186090722,8708.961508261971,7.83
28,1244,Stable,14643.578099734244,7007.632926858096,17331.21193466769,7.83
29,80,Stable,4503.34233412042,1920.5768353176863,6647.295321360015,7.83
30,619,Stable,854.1527272953617,6.604530232637103,4242.622149531067,7.87
31,932,Stable,17454.726651674446,8396.867088909978,19522.060158941964,7.83
32,832,Stable,6302.512020105492,2846.006461033944,8487.032588971178,7.83
33,803,Stable,13596.168773493497,6473.740494445425,15438.96028018262,7.83
34,319,Stable,2628.527626576712,1574.0532748164385,6262.389149890001,7.87
35,294,Stable,1079.7597182033114,434.1503063146743,4052.489135331533,7.92
36,212,Stable,16168.00761486325,7741.593907154112,18405.333818107847,7.9
37,367,Stable,6167.52024675725,1387.3015283855302,8496.744487186861,7.92
38,1022,Stable,5105.5793149382935,2235.011945307416,7077.205536741936,7.83
39,171,Stable,3880.510497006562,3106.3806994271413,6892.459499543632,7.89
40,228,Stable,652.7333376860673,5.4985834241207385,3758.774926084967,7.83
41,54,Stable,1461.4112026619262,777.5705366826937,4204.763570143977,7.83
42,723,Stable,6014.128559112684,2673.19798562882,8087.110873745349,7.83
43,1019,Stable,12736.908701821802,6046.73399776124,15323.036308972438,7.83
44,289,Unstable,2175.999730839205,0.0,2235.9861417758866,7.83
45,286,Stable,17029.653480533754,8205.000016199043,19012.476746447584,7.83
46,1228,Stable,5566.461034523992,2473.909943990252,7991.4346672100455,7.83
47,222,Stable,5329.958427494636,2317.321034404292,7712.363557629525,7.92
48,66,Stable,4994.378997134974,2149.4377686059306,7727.539552304295,7.92
49,1024,Stable,16073.794400002134,7726.884948003446,18113.950297573872,7.83
50,112,Stable,4887.125925787498,2094.1576396997893,7468.952287686182,7.92
51,24,Stable,14399.853619157684,6844.867941939933,16777.337972891826,7.83
52,192,Stable,1645.2057205218998,724.2591143779232,4788.644850950119,7.92
53,1211,Stable,4762.613249645401,2060.8051136215995,6681.873763293535,7.91
54,71,Stable,7458.948967236612,5877.780335128452,12220.107249846727,7.91
55,38,Stable,1540.3677232640707,851.7053815563576,4491.418113694588,7.92
56,128,Stable,3150.4224678848864,2066.935872130522,6545.443074932115,7.83
57,76,Stable,12280.766299135636,5774.735598196136,14859.805728823938,7.83
58,549,Stable,15850.265180566246,3813.7400015259336,18110.920495801318,7.91
59,581,Stable,12821.909120648495,3049.503057890156,14939.904258068696,7.92
60,305,Stable,4674.759870042397,1978.221345335736,7384.024739156495,7.84
61,214,Stable,5051.521632456462,2165.214221882156,7575.340747602929,7.92
62,202,Stable,8170.69495860244,3714.722862636998,10439.998828425167,7.83
63,115,Stable,4852.46007928674,2053.6786368966787,7545.885487081053,7.84
64,273,Stable,4584.220165095825,1921.600439272378,7084.677887894598,7.92
65,359,Stable,4895.675718159617,2062.011276511246,7189.070603143457,7.91
66,267,Stable,5341.039827018712,4150.641423673709,9498.938790691462,7.91
67,82,Stable,4924.219127807225,2087.050429803153,7263.2029308107985,8.0
68,161,Stable,4349.184529419281,1815.5284219876417,6954.429878989787,7.83
69,347,Stable,3629.617864243036,2537.523760914277,7077.158274255903,7.83
70,132,Stable,1982.9958867337252,1112.8724231441895,4960.631686350424,7.91
71,138,Stable,1820.763371319411,954.639907729875,5131.082988522185,7.83
72,385,Stable,11651.710564903886,2714.4269015446816,13756.556459517695,7.92
73,50,Stable,7893.650658658789,3575.8228730655323,10362.224742590304,7.83
74,258,Stable,1158.8974908336784,511.590607315279,3948.729760840947,7.92
75,125,Stable,1734.5340613026008,816.9101795090501,5223.61091752142,8.0
76,252,Stable,4507.261516148405,1899.4221713494885,6665.530680910536,7.83
77,269,Stable,4289.407966840839,1775.8909603044383,6754.892143876387,7.84
78,466,Stable,15605.467424478811,3752.824151575382,17776.2136475487,8.0
79,454,Stable,6461.373064077384,1466.7251189975536,8156.5318156552285,7.92
80,358,Stable,4351.207441914355,1818.886823436126,6674.533730864097,7.83
81,323,Stable,5594.647858506132,4465.682657748658,8955.274260549437,7.83
82,207,Stable,6414.980520187142,5347.241730267274,9949.836868368726,7.84
83,1033,Stable,5833.734668287962,1310.5401703496375,7733.643723752177,7.77
84,69,Stable,4458.769007497736,1857.288171436768,6884.268991462149,7.83
85,166,Stable,4089.325594944373,1677.6029768079,6741.500904316787,7.83
86,357,Stable,4513.998900293535,1892.3126853584192,6811.540974709951,7.83
87,5,Stable,1603.2982617191,972.5929665052332,4420.865408918427,7.79
88,122,Stable,1650.9337490894532,1039.8987411628932,4358.611826693222,7.92
89,760,Stable,5819.791595844288,1306.7177985713608,8130.509144869713,7.83
90,630,Stable,5989.452977562557,2672.920176819607,7979.150638318391,7.91
91,104,Stable,1507.3158190820589,892.2670472980758,3990.568043138999,7.92
92,25,Stable,4159.978251507986,1714.7805042138402,6506.718195767615,7.92
93,339,Stable,3914.166658273858,1594.8283372602318,6330.445781213849,7.83
94,28,Stable,7806.127002908271,3540.8599507888107,10158.17332480762,7.83
95,191,Stable,3333.2835288741785,1292.4172990763943,5937.335550886031,7.83
96,30,Stable,4012.9978441898975,1642.490747974094,6397.857568903456,7.91
97,354,Stable,5882.321971054115,4864.119054006003,9242.124726417316,7.83
98,6,Stable,4004.404007376683,1630.107997889587,6452.944980898121,7.83
99,298,Stable,6812.318624227251,3041.051029108459,9367.29557388683,7.92
100,402,Stable,4044.591435674777,1722.5398637393037,5990.472409845328,7.75
101,420,Stable,6260.636419699615,2828.024575800928,7739.154795452913,7.83
102,1256,Stable,11630.713033523882,2728.4969095896586,14130.66363047842,7.83
103,1321,Stable,11768.749467445066,5581.744815958053,13731.450669661326,7.83
104,97,Stable,2289.9432636372667,1649.0043606946188,4679.701600075572,8.0
105,334,Stable,2470.081504210451,1627.8072606052142,5475.298450980593,7.84
106,336,Stable,4966.090305875394,4057.0607379934304,8100.1364038075135,7.91
107,226,Stable,3884.8237683290513,1569.7680358323585,6265.543622370071,7.83
108,784,Stable,5533.299028644737,1232.1511512870218,7663.831733091225,7.83
109,1141,Stable,5435.5600185210205,2404.174554096021,7811.51622456862,7.79
110,1035,Stable,5272.389847117026,1166.6300811905326,7878.83779746431,7.83
111,63,Stable,1219.4828891337818,601.1059882819508,3951.915108446435,7.91
112,265,Stable,12109.173077516924,5674.952841047752,14586.018399554581,7.92
113,344,Stable,6283.635538122323,5171.450243070882,9584.041779226653,7.83
114,158,Stable,10658.763096571003,4946.081686450216,13053.642993916634,7.83
115,78,Stable,3415.9722896870417,1322.1265074948517,6380.396364614071,7.83
116,960,Stable,14905.830149154544,7149.938279971903,16935.048386501443,7.83
117,27,Stable,4876.033095200069,3861.608927673129,8563.712381499407,7.92
118,1174,Stable,11245.62117412578,5319.833792457522,13168.883975004192,7.83
119,248,Stable,10705.828071037422,4979.759950882945,13416.300837539335,7.83
120,16,Stable,2223.717136056985,1360.892995204169,5440.208170328757,7.91
121,4,Stable,4179.528997282339,1712.2633016571524,6403.517724200876,7.83
122,1052,Stable,5591.549427316878,2483.150458237262,7555.56608258044,7.92
123,650,Stable,5557.976899954462,1236.6895710317608,7506.731810388782,7.83
124,461,Stable,14411.631755535487,6889.360970360517,16652.142732149267,7.83
125,553,Stable,11983.743190050664,5677.611998684119,14707.538762537715,7.91
126,239,Stable,1500.2987732577874,858.9154202348744,4390.773641584486,7.92
127,1178,Unstable,2708.176048970819,0.0,2763.9303496242574,7.9
128,141,Stable,4519.549287277181,3612.6120751956505,7573.769843015695,7.83
129,356,Stable,2975.90831507509,1088.1618779217788,5756.955840449253,7.75
130,282,Stable,3108.797599637593,1154.4011307673104,5938.111702619851,7.92
131,328,Stable,2606.484627409224,1706.0995055657052,5950.848666218928,7.92
132,285,Stable,9915.534644277031,4570.904470817823,12365.478987774877,7.91
133,224,Stable,3382.8352511364137,1310.788469396797,5819.232535316242,7.92
134,616,Stable,5557.133196556779,1233.8311093270245,7446.13526516495,7.92
135,292,Stable,2091.748702870864,1295.12458334051,5322.452647238157,7.8
136,320,Stable,10190.514300568637,4716.017117102545,12619.835245843906,7.83
137,22,Stable,1859.1294568541105,1191.5276252890214,4183.676242966334,7.85
138,140,Stable,2639.4185157437105,1631.026342967236,6119.358783239775,7.83
139,81,Stable,3245.870068428951,1974.7068424138115,7127.4721939799,7.92
140,839,Stable,11158.32410762407,2613.553630569216,13265.004756426393,7.83
141,396,Stable,4212.377684024924,3378.31766819697,6180.880344626298,7.75
142,299,Unstable,2785.826193941715,0.0,2844.652378329339,8.0
143,702,Stable,5336.879235704648,2358.755485857435,7575.324616595976,7.87
144,48,Stable,3340.211706758371,1278.1798876602725,5934.6278175225925,7.78
145,146,Stable,1294.0758351913626,660.2903124656423,4292.303436767732,7.83
146,247,Stable,2851.057497209555,1036.947989725721,5645.381580955657,7.89
147,225,Stable,3098.8346858339683,1169.581602534217,5876.1192494410325,7.91
148,824,Stable,10667.667893318472,2511.2719020910595,12698.388359207802,7.92
149,72,Stable,1826.276294936494,1196.9075835386975,4936.552677404901,7.83
150,434,Stable,10318.839763597543,2418.622308537441,12494.90607872493,7.92
151,26,Stable,3434.1118977946244,1381.8416488097969,5740.714421415212,7.98
152,217,Stable,3209.7591833672923,1216.0616357577146,5825.51767860691,7.92
153,119,Stable,2001.888691208656,1110.1654193426562,5177.634821822419,7.84
154,473,Unstable,2540.592134872009,0.0,2595.0183924205976,7.65
155,697,Stable,12729.434251559096,6047.292313850625,14841.47998563176,7.91
156,203,Stable,3214.9743209427597,1219.5496195030282,5915.734940446528,7.92
157,503,Stable,13494.451036190649,3218.9354034427624,15492.107642480272,7.83
158,256,Stable,8863.381497175491,4045.6979270036463,11622.165105097192,7.83
159,658,Stable,5463.715189433202,1197.7868800174067,7443.826567419474,7.83
160,1303,Stable,9777.225759287292,4578.61969281099,11586.497285216463,7.83
161,770,Unstable,2641.916631387888,0.0,2678.7842608254277,7.46
162,133,Stable,1702.4184975816936,914.9715198576388,4678.924815951731,7.91
163,576,Stable,4792.0580593034665,2084.434561177193,7402.070194970149,7.99
164,18,Stable,4705.919703566314,3481.9594517925884,8694.15685409613,7.84
165,322,Stable,6427.647446907228,5298.682246149755,10018.600238017554,7.83
166,7,Stable,3066.8208028996705,1148.3547943745566,5663.193404125204,7.83
167,83,Stable,1919.46773450586,810.197782794689,5715.74475848754,7.92
168,345,Stable,8665.845167616986,4156.756577741754,10195.421129128623,7.83
169,100,Stable,3468.7534282062084,1550.6721749026506,5404.46041089365,7.92
170,611,Stable,10112.300040758451,4863.038119229501,11881.281500621657,7.91
171,1138,Stable,4444.461081494676,2045.692505648716,5697.471691302488,7.83
172,190,Stable,7511.556468607737,3557.4314341424947,9303.84706637733,7.83
173,193,Stable,7394.275965647579,6883.293026580628,9917.536069681266,7.82
174,151,Stable,2525.672514747007,2101.227889769384,4705.582882797836,7.8
175,232,Stable,4058.731202615146,1840.945474810701,5815.359268633623,7.92
176,353,Stable,4055.517844053697,3543.892182507266,6474.724727593685,7.83
177,156,Stable,3862.987665205984,1737.4261471057323,5571.31189550095,7.83
178,12,Stable,5771.653644446435,5382.222683737178,6930.807951505645,7.91
179,300,Stable,2072.184305060795,1491.0023964348293,5223.309891984286,7.82
180,251,Stable,4146.659905553146,1818.629765548033,5538.119236045469,7.81
181,314,Stable,2155.240942185583,1690.5920577829804,4345.650973728622,7.91
182,108,Stable,2051.52945015493,1485.6960186658896,4275.294918129362,7.92
183,1217,Stable,12747.759259784929,6183.344845880462,14069.935481521243,7.83
184,201,Stable,2049.9525508255206,1470.0839503931643,4795.9173342088725,7.91
185,1296,Stable,6561.282610284102,3088.9625509397165,7692.97191802474,7.92
186,9,Stable,5939.112402712501,5570.189807633592,7389.416308779369,7.83
187,493,Stable,4517.464467828784,2075.220595433505,5554.087570650944,7.8
188,169,Stable,7969.298996910558,7689.0929267629135,9356.413354978267,7.83
189,836,Stable,12697.898590260012,6210.529818008795,13546.547892821025,7.83
190,79,Stable,7282.092518801455,3447.265264672588,9247.82435177305,7.83
191,253,Stable,4015.52201958042,1815.9461497599607,5581.985942474074,7.83
192,470,Stable,6511.836115269021,3117.6311595034854,7394.048483480103,7.83
193,205,Stable,6358.972141302094,6018.447851855791,8279.241340945713,7.87
194,1007,Stable,10950.599966091837,5336.431929837753,11811.633774039607,7.83
195,1261,Stable,13666.29113343988,6664.708408808991,14648.436131411525,7.92
196,351,Stable,2986.6509667222026,1305.3584012904348,4588.008326761807,7.83
197,152,Stable,2089.6697661333915,1453.6631039192123,4600.428199356172,7.83
198,1017,Stable,10083.614930675829,4875.743457609833,11083.937089070696,7.83
199,220,Stable,3667.013912011907,1629.4204958108414,5289.854341704465,7.92
200,1147,Stable,13356.26406603675,6512.068025290296,14341.336972169078,7.83
201,925,Stable,6204.260008137573,2918.1424843181094,7220.364717637602,7.83
202,91,Stable,2528.642394881222,1885.8760660397636,5099.867924610912,7.83
203,266,Stable,1965.9621371355745,1473.0385244111992,4494.654399995667,7.83
204,833,Stable,4245.884619664967,1939.543797784209,5286.733975352346,7.76
205,1299,Stable,5849.329134533146,1374.1699497866744,7224.918442375367,7.92
206,47,Stable,3386.917660782492,1494.754421189665,5232.720463679374,7.83
207,277,Stable,6209.665258777519,5916.861551753162,7298.442117429111,7.92
208,52,Stable,3624.314586966442,1618.9671513807932,5479.504874887639,7.91
209,741,Stable,6610.501609331488,3162.8489511535654,7484.192674181669,7.91
