timestamp,participantId,id,amount
2022-03-01T00:00:00Z,0,424,2472.507558921935
2022-03-01T00:00:00Z,1,1321,2046.5622063820088
2022-03-01T00:00:00Z,2,440,2436.9152859012056
2022-03-01T00:00:00Z,3,436,2366.6297275504903
2022-03-01T00:00:00Z,4,411,2456.686676217946
2022-03-01T00:00:00Z,5,385,2328.920740239827
2022-03-01T00:00:00Z,6,397,2256.254157294543
2022-03-01T00:00:00Z,7,427,2735.8920064257127
2022-03-01T00:00:00Z,8,383,2928.2671833515683
2022-03-01T00:00:00Z,9,383,2927.7638906830434
2022-03-01T00:00:00Z,10,385,2155.72501079812
2022-03-01T00:00:00Z,11,877,2459.450672242986
2022-03-01T00:00:00Z,12,1771,2146.72430101042
2022-03-01T00:00:00Z,13,437,2737.2561196486085
2022-03-01T00:00:00Z,14,405,3936.167548848369
2022-03-01T00:00:00Z,15,1285,2296.0015017413525
2022-03-01T00:00:00Z,16,432,3105.7412975376506
2022-03-01T00:00:00Z,17,873,2639.153932596893
2022-03-01T00:00:00Z,18,428,2934.64638523836
2022-03-01T00:00:00Z,19,415,2351.859026004324
2022-03-01T00:00:00Z,20,439,2414.946556021153
2022-03-01T00:00:00Z,21,434,1973.9856758524973
2022-03-01T00:00:00Z,22,399,2389.18411898104
2022-03-01T00:00:00Z,23,1737,2152.7539584286324
2022-03-01T00:00:00Z,24,389,2906.36235612921
2022-03-01T00:00:00Z,25,408,2462.550107065163
2022-03-01T00:00:00Z,26,414,2205.13191656823
2022-03-01T00:00:00Z,27,871,2300.9626679079256
2022-03-01T00:00:00Z,28,1782,3148.33581636152
2022-03-01T00:00:00Z,29,395,1970.3295007218785
2022-03-01T00:00:00Z,30,407,2047.76972737722
2022-03-01T00:00:00Z,31,1323,4078.1190189355007
2022-03-01T00:00:00Z,32,1303,2249.6160382757093
2022-03-01T00:00:00Z,33,1298,2862.61178359738
2022-03-01T00:00:00Z,34,436,2036.072711805286
2022-03-01T00:00:00Z,35,432,2041.524620287822
2022-03-01T00:00:00Z,36,416,3136.3245382190607
2022-03-01T00:00:00Z,37,830,2262.0271762624243
2022-03-01T00:00:00Z,38,1735,1900.4171044361244
2022-03-01T00:00:00Z,39,410,3082.603313495739
2022-03-01T00:00:00Z,40,420,1918.7749260849669
2022-03-01T00:00:00Z,41,389,2191.2760691261883
2022-03-01T00:00:00Z,42,1284,2066.6148086770336
2022-03-01T00:00:00Z,43,1734,3095.1459532202307
2022-03-01T00:00:00Z,44,430,2076.81947510922
2022-03-01T00:00:00Z,45,429,4013.062765674984
2022-03-01T00:00:00Z,46,1777,2026.639528515438
2022-03-01T00:00:00Z,47,418,2200.976781116995
2022-03-01T00:00:00Z,48,392,2380.07982884335
2022-03-01T00:00:00Z,49,1735,3189.5055629505946
2022-03-01T00:00:00Z,50,400,2182.6406185538226
2022-03-01T00:00:00Z,51,383,2956.2922797100496
2022-03-01T00:00:00Z,52,413,2040.4313420122437
2022-03-01T00:00:00Z,53,1771,2224.881358353549
2022-03-01T00:00:00Z,54,393,3635.436990926175
2022-03-01T00:00:00Z,55,386,2455.585627374868
2022-03-01T00:00:00Z,56,403,2968.225005503456
2022-03-01T00:00:00Z,57,394,3032.081605688115
2022-03-01T00:00:00Z,58,865,3427.660729029053
2022-03-01T00:00:00Z,59,870,3010.9570066929086
2022-03-01T00:00:00Z,60,434,2233.405554971687
2022-03-01T00:00:00Z,61,417,2401.67727072426
2022-03-01T00:00:00Z,62,415,2445.9634608429656
2022-03-01T00:00:00Z,63,401,2441.5415045892155
2022-03-01T00:00:00Z,64,427,2189.2245095974977
2022-03-01T00:00:00Z,65,441,2371.8131216771694
2022-03-01T00:00:00Z,66,426,3004.3563743472105
2022-03-01T00:00:00Z,67,396,2463.008214116307
2022-03-01T00:00:00Z,68,408,2282.36660291344
2022-03-01T00:00:00Z,69,440,2624.817559063229
2022-03-01T00:00:00Z,70,403,2269.207277458945
2022-03-01T00:00:00Z,71,405,2449.930807910768
2022-03-01T00:00:00Z,72,834,2503.805677575782
2022-03-01T00:00:00Z,73,388,2943.8907002641727
2022-03-01T00:00:00Z,74,425,2089.5630941742875
2022-03-01T00:00:00Z,75,402,2273.5148883563647
2022-03-01T00:00:00Z,76,423,2017.8866279630936
2022-03-01T00:00:00Z,77,427,2344.989201326386
2022-03-01T00:00:00Z,78,850,3986.084613821472
2022-03-01T00:00:00Z,79,847,2134.5279789207693
2022-03-01T00:00:00Z,80,441,2101.9925324742585
2022-03-01T00:00:00Z,81,437,3134.0531310088336
2022-03-01T00:00:00Z,82,416,3584.774709325393
2022-03-01T00:00:00Z,83,1736,2077.671700320696
2022-03-01T00:00:00Z,84,393,2428.1790998124893
2022-03-01T00:00:00Z,85,409,2328.410463583123
2022-03-01T00:00:00Z,86,441,2483.088346460304
2022-03-01T00:00:00Z,87,381,2292.352087027916
2022-03-01T00:00:00Z,88,402,2499.445160026553
2022-03-01T00:00:00Z,89,1290,2350.7839995643626
2022-03-01T00:00:00Z,90,877,2299.0862260402905
2022-03-01T00:00:00Z,91,399,2131.401376472329
2022-03-01T00:00:00Z,92,384,2251.622637430696
2022-03-01T00:00:00Z,93,439,2423.116205064343
2022-03-01T00:00:00Z,94,385,2814.364095009674
2022-03-01T00:00:00Z,95,413,2047.1413911748568
2022-03-01T00:00:00Z,96,385,2324.258681892124
2022-03-01T00:00:00Z,97,441,3434.579449504597
2022-03-01T00:00:00Z,98,381,2433.2465685373318
2022-03-01T00:00:00Z,99,432,2500.385286939966
2022-03-01T00:00:00Z,100,837,2035.28951187466
2022-03-01T00:00:00Z,101,841,2102.8244757466405
2022-03-01T00:00:00Z,102,1785,3042.632827008393
2022-03-01T00:00:00Z,103,1796,3122.172755052476
2022-03-01T00:00:00Z,104,398,2479.228855338385
2022-03-01T00:00:00Z,105,438,2440.1902714177563
2022-03-01T00:00:00Z,106,438,2606.070718011104
2022-03-01T00:00:00Z,107,419,2288.19636460038
2022-03-01T00:00:00Z,108,1295,2056.4609227464985
2022-03-01T00:00:00Z,109,1759,2206.1010984260174
2022-03-01T00:00:00Z,110,1737,2393.906951821149
2022-03-01T00:00:00Z,111,391,2111.915108446435
2022-03-01T00:00:00Z,112,426,3581.993527333955
2022-03-01T00:00:00Z,113,439,3447.849261401784
2022-03-01T00:00:00Z,114,408,3388.147212037303
2022-03-01T00:00:00Z,115,395,2406.3266584381845
2022-03-01T00:00:00Z,116,1329,3522.638443129366
2022-03-01T00:00:00Z,117,384,2627.557191098307
2022-03-01T00:00:00Z,118,1765,2667.9015512803003
2022-03-01T00:00:00Z,119,423,4017.53575005472
2022-03-01T00:00:00Z,120,382,2223.4568048697465
2022-03-01T00:00:00Z,121,381,2474.122414181129
2022-03-01T00:00:00Z,122,1741,2054.270833992145
2022-03-01T00:00:00Z,123,881,2072.807567600945
2022-03-01T00:00:00Z,124,848,3456.7051972082863
2022-03-01T00:00:00Z,125,866,3320.8957105732497
2022-03-01T00:00:00Z,126,422,2366.024169768622
2022-03-01T00:00:00Z,127,434,2415.733322982167
2022-03-01T00:00:00Z,128,405,3004.650163968385
2022-03-01T00:00:00Z,129,441,2094.0318801942853
2022-03-01T00:00:00Z,130,428,2126.200539486109
2022-03-01T00:00:00Z,131,437,2991.7119081672063
2022-03-01T00:00:00Z,132,429,3518.263396015109
2022-03-01T00:00:00Z,133,418,2035.213902378218
2022-03-01T00:00:00Z,134,876,2039.5900163262104
2022-03-01T00:00:00Z,135,431,2068.052561877651
2022-03-01T00:00:00Z,136,436,4002.029747123188
2022-03-01T00:00:00Z,137,383,2022.341979353327
2022-03-01T00:00:00Z,138,405,2393.1831132847656
2022-03-01T00:00:00Z,139,396,2906.383675297324
2022-03-01T00:00:00Z,140,1304,2917.883158147224
2022-03-01T00:00:00Z,141,429,2982.39940116225
2022-03-01T00:00:00Z,142,411,2492.6087383356144
2022-03-01T00:00:00Z,143,1280,2232.7880825429183
2022-03-01T00:00:00Z,144,388,2425.7160312450333
2022-03-01T00:00:00Z,145,406,2202.969057524632
2022-03-01T00:00:00Z,146,423,2105.62872160769
2022-03-01T00:00:00Z,147,419,2286.370676149429
2022-03-01T00:00:00Z,148,1302,2497.950125103053
2022-03-01T00:00:00Z,149,393,3030.908921432895
2022-03-01T00:00:00Z,150,843,3016.844102430029
2022-03-01T00:00:00Z,151,384,2258.689295603227
2022-03-01T00:00:00Z,152,417,2271.6260520934457
2022-03-01T00:00:00Z,153,401,2250.4572831891105
2022-03-01T00:00:00Z,154,438,2246.2479356834533
2022-03-01T00:00:00Z,155,1279,2993.2901053111827
2022-03-01T00:00:00Z,156,415,2449.383465677536
2022-03-01T00:00:00Z,157,856,3800.454218027527
2022-03-01T00:00:00Z,158,424,3905.107002190642
2022-03-01T00:00:00Z,159,883,2114.601151685344
2022-03-01T00:00:00Z,160,1793,2404.52311390284
2022-03-01T00:00:00Z,161,434,2352.21562175916
2022-03-01T00:00:00Z,162,404,2076.8214575118627
2022-03-01T00:00:00Z,163,869,2071.1448534869705
2022-03-01T00:00:00Z,164,383,4037.70464333948
2022-03-01T00:00:00Z,165,437,3738.337832866157
2022-03-01T00:00:00Z,166,381,2219.9658792728555
2022-03-01T00:00:00Z,167,396,2299.68808667448
2022-03-01T00:00:00Z,168,439,3551.0059993162936
2022-03-01T00:00:00Z,169,398,2012.883454594565
2022-03-01T00:00:00Z,170,874,2856.797293731182
2022-03-01T00:00:00Z,171,1759,2020.7086957162005
2022-03-01T00:00:00Z,172,413,2986.134971864526
2022-03-01T00:00:00Z,173,414,3860.189463747321
2022-03-01T00:00:00Z,174,407,2923.5404306908995
2022-03-01T00:00:00Z,175,421,2484.590489705268
2022-03-01T00:00:00Z,176,440,2998.5717821478693
2022-03-01T00:00:00Z,177,408,2277.380948973852
2022-03-01T00:00:00Z,178,382,2906.648669998396
2022-03-01T00:00:00Z,179,433,2992.786823718477
2022-03-01T00:00:00Z,180,423,2272.273121621208
2022-03-01T00:00:00Z,181,435,2488.872853553969
2022-03-01T00:00:00Z,182,399,2183.6430655290897
2022-03-01T00:00:00Z,183,1774,2803.9524869320385
2022-03-01T00:00:00Z,184,415,2487.33048645051
2022-03-01T00:00:00Z,185,1792,2401.023773377171
2022-03-01T00:00:00Z,186,382,2876.203508414684
2022-03-01T00:00:00Z,187,855,2241.6748926652954
2022-03-01T00:00:00Z,188,410,2616.943922671073
2022-03-01T00:00:00Z,189,1304,3059.753830548131
2022-03-01T00:00:00Z,190,395,2521.290698684842
2022-03-01T00:00:00Z,191,424,2311.503045566846
2022-03-01T00:00:00Z,192,850,2177.9129250755004
2022-03-01T00:00:00Z,193,415,2522.128870202947
2022-03-01T00:00:00Z,194,1340,2792.2915535437905
2022-03-01T00:00:00Z,195,1786,4054.693715080493
2022-03-01T00:00:00Z,196,440,1926.6437890006969
2022-03-01T00:00:00Z,197,407,2044.0532855846504
2022-03-01T00:00:00Z,198,1734,2357.193874021931
2022-03-01T00:00:00Z,199,418,2133.133128627545
2022-03-01T00:00:00Z,200,1760,3937.103287558565
2022-03-01T00:00:00Z,201,1320,2127.0438609606254
2022-03-01T00:00:00Z,202,397,2329.241254514658
2022-03-01T00:00:00Z,203,426,2139.9477595383178
2022-03-01T00:00:00Z,204,1303,2186.107034214223
2022-03-01T00:00:00Z,205,1792,2133.538420581264
2022-03-01T00:00:00Z,206,388,2054.027619158057
2022-03-01T00:00:00Z,207,427,2634.1719610211826
2022-03-01T00:00:00Z,208,388,2355.2918338143354
2022-03-01T00:00:00Z,209,1287,2464.325826518056
2022-03-01T00:00:00Z,210,425,2073.349573046261
2022-03-01T00:00:00Z,211,1746,2631.7924261686467
2022-03-01T00:00:00Z,212,422,2328.3649676786517
2022-03-01T00:00:00Z,213,396,2547.463331579589
2022-03-01T00:00:00Z,214,854,2490.125170807371
2022-03-01T00:00:00Z,215,1306,2824.0392033265475
2022-03-01T00:00:00Z,216,1330,2131.6060187457047
2022-03-01T00:00:00Z,217,390,2445.8805886693003
2022-03-01T00:00:00Z,218,440,2043.095805680341
2022-03-01T00:00:00Z,219,407,2360.910595477576
2022-03-01T00:00:00Z,220,398,3483.442358453181
2022-03-01T00:00:00Z,221,437,2185.7113337814453
2022-03-01T00:00:00Z,222,423,2200.161303435798
2022-03-01T00:00:00Z,223,382,2942.945813321671
2022-03-01T00:00:00Z,224,831,2247.1590272091016
2022-03-01T00:00:00Z,225,1281,2110.3602994347007
2022-03-01T00:00:00Z,226,424,2892.665067915681
2022-03-01T00:00:00Z,227,432,2203.001793669988
2022-03-01T00:00:00Z,228,1784,2455.294543845955
2022-03-01T00:00:00Z,229,398,2710.136838641255
2022-03-01T00:00:00Z,230,1766,2543.01281575151
2022-03-01T00:00:00Z,231,425,2218.87413634552
2022-03-01T00:00:00Z,232,393,2482.4033778217804
2022-03-01T00:00:00Z,233,1337,3749.901151067025
2022-03-01T00:00:00Z,234,408,3106.032698733352
2022-03-01T00:00:00Z,235,429,3225.673902647627
2022-03-01T00:00:00Z,236,1763,2015.64719598184
2022-03-01T00:00:00Z,237,877,3835.367182677605
2022-03-01T00:00:00Z,238,1767,2085.1715007437456
2022-03-01T00:00:00Z,239,412,2057.780929447293
2022-03-01T00:00:00Z,240,422,2843.913657332582
2022-03-01T00:00:00Z,241,1759,2092.7742960805617
2022-03-01T00:00:00Z,242,829,3285.075824972424
2022-03-01T00:00:00Z,243,406,2222.760911484658
2022-03-01T00:00:00Z,244,397,2295.1262654365405
2022-03-01T00:00:00Z,245,390,3459.770619358
2022-03-01T00:00:00Z,246,435,2169.5054718405763
2022-03-01T00:00:00Z,247,396,1927.6710441386297
2022-03-01T00:00:00Z,248,867,3092.3119135497477
2022-03-01T00:00:00Z,249,406,3645.32454826408
2022-03-01T00:00:00Z,250,403,2245.7612496964125
2022-03-01T00:00:00Z,251,439,2208.087338232323
2022-03-01T00:00:00Z,252,830,2246.835265686327
2022-03-01T00:00:00Z,253,875,3107.716237237475
2022-03-01T00:00:00Z,254,1324,2499.091972035059
2022-03-01T00:00:00Z,255,883,2395.0004904790994
2022-03-01T00:00:00Z,256,860,2165.3855741712646
